date,average_sentiment,num_articles
2013-02-26,0.9999966621398926,1
2013-08-07,0.9999966621398926,1
2014-06-07,0.9999966621398926,1
2014-09-03,0.9999980330467224,1
2014-11-24,0.99998939037323,1
2014-12-03,0.9999966621398926,1
2015-04-20,0.9999966621398926,1
2015-04-22,0.9999924898147583,1
2015-09-03,0.9999831914901733,1
2015-09-29,0.9995632171630859,1
2015-11-03,0.9999974370002747,1
2016-04-22,0.9995309710502625,1
2016-06-06,0.9999239444732666,1
2016-07-11,0.9999966621398926,1
2016-08-01,0.9999610781669617,1
2016-08-22,0.9999828934669495,1
2016-08-29,0.9688640832901001,1
2016-09-06,0.999987781047821,1
2016-09-20,0.9985538721084595,1
2016-09-22,0.9996914863586426,1
2016-10-06,0.9998651146888733,1
2016-11-02,0.9999859929084778,2
2016-11-04,0.9999963045120239,2
2016-11-07,0.9999951124191284,1
2016-12-06,0.9999799728393555,1
2017-01-19,0.9999840259552002,1
2017-02-01,0.9999769330024719,2
2017-03-15,0.9998263120651245,1
2017-06-06,0.999416708946228,1
2017-06-19,0.9996373057365417,1
2017-07-12,0.9999833405017853,2
2017-07-17,0.9996774792671204,1
2017-07-19,0.9999827742576599,1
2017-08-01,0.9999926686286926,1
2018-01-15,0.9999972581863403,1
2018-01-19,0.9999890923500061,1
2018-05-15,0.9998544454574585,1
2018-05-23,0.9999861121177673,1
2018-05-29,0.9999904632568359,2
2018-06-04,0.9999475479125977,2
2018-06-06,0.9990137815475464,2
2018-06-13,0.9999979138374329,1
2018-06-22,0.9999750256538391,2
2018-07-06,0.9999799728393555,2
2018-07-17,0.9999613165855408,1
2018-07-27,0.9999907612800598,2
2018-09-05,0.9999880194664001,2
2018-09-07,0.999783456325531,2
2018-09-24,0.9999889135360718,2
2018-09-26,0.9997901916503906,2
2018-10-03,0.9999889135360718,2
2018-10-04,0.9999251961708069,1
2018-11-22,0.9999918341636658,1
2018-12-05,0.9999876618385315,2
2018-12-19,0.9904986023902893,1
2018-12-21,0.9999537467956543,1
2018-12-26,0.9999123215675354,1
2019-01-02,0.99943608045578,2
2019-01-03,0.9979797005653381,2
2019-03-12,0.8371241092681885,1
2019-04-17,0.999812662601471,1
2019-04-30,0.9995836615562439,1
2019-05-02,0.9848914742469788,2
2019-05-04,0.9394593834877014,2
2019-05-08,0.9999515414237976,1
2019-05-10,0.9999889135360718,1
2019-05-13,0.7950683832168579,1
2019-05-14,0.8815028071403503,2
2019-05-23,0.9997674226760864,2
2019-05-30,0.9999889135360718,2
2019-06-05,0.9992413520812988,2
2019-06-06,0.9999889135360718,2
2019-06-07,0.9993202090263367,1
2019-06-11,0.9980449080467224,4
2019-06-12,0.9998999834060669,2
2019-06-18,0.9999184608459473,1
2019-06-24,0.9957618415355682,4
2019-06-26,0.9999892115592957,2
2019-07-01,0.9999499320983887,2
2019-07-02,0.9999889135360718,2
2019-07-09,0.9991333484649658,2
2019-07-12,0.9803504943847656,2
2019-08-07,0.9999876618385315,1
2019-08-08,0.9827805757522583,2
2019-08-23,0.9999960660934448,1
2019-08-27,0.999900758266449,2
2019-08-30,0.9999298453330994,2
2019-09-05,0.9999889135360718,2
2019-09-25,0.9995572865009308,4
2019-10-04,0.9997209906578064,1
2019-10-15,0.9996653397878011,3
2019-10-17,0.9999560713768005,2
2019-10-31,0.9999147653579712,2
2019-11-27,0.9999354481697083,1
2019-11-28,0.9999291300773621,2
2019-12-09,0.9999889731407166,1
2019-12-10,0.9995037615299225,2
2020-01-24,0.9999154806137085,1
2020-01-29,0.6797987222671509,1
2020-02-20,0.9861456751823425,1
2020-03-15,0.9999568462371826,1
2020-04-09,0.999998152256012,2
2020-06-02,0.999966025352478,1
2020-06-05,0.9996943473815918,1
2020-06-24,0.9995612502098083,1
2020-06-26,0.9973763823509216,1
2020-07-15,0.9995986223220825,1
2020-07-23,0.9977614283561707,2
2020-09-28,0.9999920725822449,1
2020-12-20,0.9999436736106873,1
2021-01-19,0.9999734163284302,1
2021-02-19,0.9999715685844421,2
2021-03-16,0.9999827742576599,2
2021-03-24,0.9995551407337189,2
2021-04-08,0.9993495941162109,1
2021-05-06,0.9999845623970032,1
2021-07-08,0.9999443292617798,1
2021-07-29,0.9999889135360718,4
2021-08-10,0.9999364018440247,1
2021-09-12,0.9999692440032959,1
2021-09-20,0.9999911785125732,2
2021-09-29,0.9999914765357971,1
2021-09-30,0.9999894584928241,7
2021-10-01,0.9998766779899597,3
2021-11-09,0.9775547981262207,1
2021-11-18,0.9984956979751587,1
2021-12-06,0.9995645880699158,1
2021-12-07,0.9998828768730164,1
2021-12-15,0.6189322471618652,2
2021-12-17,0.999885618686676,1
2022-01-14,0.9999818801879883,2
2022-02-07,0.9999862909317017,1
2022-02-23,0.9988201856613159,1
2022-02-26,0.9999192953109741,1
2022-03-04,0.9999096393585205,1
2022-03-14,0.9999141097068787,1
2022-03-23,0.9999958872795105,1
2022-03-24,0.999932587146759,1
2022-03-31,0.9999567866325378,3
2022-04-13,0.9998618364334106,1
2022-04-21,0.9997624158859253,1
2022-04-22,0.9995577931404114,1
2022-05-21,0.9890759587287903,1
2022-05-30,0.9995333552360535,1
2022-05-31,0.9993619322776794,1
2022-06-03,0.9998641014099121,1
2022-06-11,0.9998195171356201,3
2022-06-17,0.9999184012413025,1
2022-06-28,0.7716341018676758,1
2022-06-29,0.9904895424842834,1
2022-06-30,0.9999966621398926,1
2022-07-12,0.9999911785125732,1
2022-07-13,0.9964091777801514,2
2022-07-15,0.9999477863311768,1
2022-07-19,0.9998277425765991,1
2022-07-21,0.9977979063987732,1
2022-07-27,0.9999827146530151,1
2022-07-29,0.9967401822408041,3
2022-07-31,0.9999651908874512,2
2022-08-04,0.265918493270874,3
2022-08-10,0.9998000264167786,1
2022-08-11,0.9993579387664795,2
2022-08-12,0.9984007477760315,2
2022-08-14,0.999176561832428,2
2022-08-15,0.9998873472213745,2
2022-08-22,0.9965087941714695,7
2022-08-23,0.9999967217445374,1
2022-08-24,0.9996223052342733,3
2022-08-26,0.9998716115951538,2
2022-08-31,0.999880462884903,2
2022-09-06,0.9999872744083405,4
2022-09-07,0.8767661452293396,1
2022-09-09,0.9999502897262573,1
2022-09-12,0.9998201330502828,3
2022-09-15,0.9993470907211304,2
2022-09-20,0.99998939037323,1
2022-09-30,0.9988901019096375,2
2022-10-02,0.9995875358581543,1
2022-10-13,0.999980628490448,1
2022-10-17,0.9998071789741516,1
2022-10-29,0.9999178051948547,1
2022-11-01,0.9998624324798584,2
2022-11-02,0.9999260902404785,2
2022-11-08,0.9996312260627747,3
2022-11-09,0.9999889135360718,2
2022-11-13,0.9210535287857056,1
2022-11-14,0.9999963045120239,2
2022-11-16,0.9995767772197723,8
2022-11-17,0.9702968200047811,3
2022-11-18,0.9998387098312378,2
2022-11-22,0.999218225479126,2
2022-11-28,0.9978691339492798,1
2022-11-30,0.9999889135360718,4
2022-12-02,0.9858842492103577,1
2022-12-04,0.9999924898147583,1
2022-12-05,0.6801393181085587,2
2022-12-06,0.9925035834312439,1
2022-12-07,0.9999889135360718,4
2022-12-09,0.9980241060256958,2
2022-12-10,0.9923858046531677,1
2022-12-14,0.9999889135360718,2
2022-12-15,0.9999889135360718,2
2022-12-16,0.9999889135360718,2
2022-12-19,0.4239184260368347,2
2022-12-21,0.9999140739440918,5
2022-12-31,0.7636217474937439,1
2023-01-01,0.39388102293014526,1
2023-01-04,0.9999857544898987,2
2023-01-05,0.9985598723093668,3
2023-01-06,0.999462902545929,1
2023-01-09,0.9999823570251465,1
2023-01-16,0.9994052052497864,1
2023-01-25,-0.0006391406059265137,2
2023-01-26,0.9999009370803833,1
2023-02-01,0.9999909400939941,1
2023-02-07,0.9994727492332458,5
2023-02-09,0.9998928904533386,1
2023-02-11,0.9996249278386434,3
2023-02-12,0.9996700882911682,1
2023-02-15,0.9998577237129211,4
2023-02-16,0.9509134292602539,2
2023-02-17,0.998185932636261,3
2023-02-18,0.9999966621398926,1
2023-02-20,0.9999906420707703,1
2023-02-22,0.9998410940170288,2
2023-02-23,0.9670936822891235,5
2023-03-02,0.999840259552002,1
2023-03-03,0.9927889823913574,5
2023-03-08,0.9998530745506287,1
2023-03-09,0.9999889135360718,2
2023-03-14,0.9919183254241943,3
2023-03-17,0.873787134885788,2
2023-03-19,0.9996973276138306,1
2023-03-23,0.999991774559021,2
2023-03-24,0.9991514682769775,2
2023-03-27,0.5645217895507812,1
2023-03-28,0.9999722242355347,2
2023-04-11,0.9999556541442871,1
2023-04-12,0.9918729066848755,2
2023-04-14,0.9398394823074341,2
2023-04-17,0.999994695186615,2
2023-04-21,0.9999889135360718,2
2023-04-23,0.9977152943611145,3
2023-04-25,-0.19990041302580722,5
2023-04-26,-0.4941799705848098,4
2023-04-27,0.9999313354492188,2
2023-04-28,-0.012854557484388351,2
2023-05-02,0.9995707273483276,1
2023-05-03,0.9997433423995972,1
2023-05-09,0.9973647594451904,6
2023-05-14,0.9998581409454346,1
2023-05-16,0.9998489022254944,1
2023-05-17,0.9947364628314972,2
2023-05-19,0.9935362339019775,1
2023-05-23,0.998770534992218,3
2023-05-24,0.9945138692855835,2
2023-05-25,0.9999809265136719,1
2023-05-26,0.9995750784873962,1
2023-05-31,-0.9743965268135071,2
2023-06-01,0.9999889135360718,2
2023-06-07,0.9996411800384521,1
2023-06-08,0.9999889135360718,2
2023-06-15,0.9999904632568359,5
2023-06-16,0.9999889135360718,2
2023-06-18,0.9999889135360718,4
2023-06-19,0.9999255339304606,3
2023-06-22,0.9999902248382568,5
2023-06-24,0.9999889135360718,2
2023-06-26,0.9999889135360718,2
2023-06-27,0.06163473054766655,1
2023-06-29,0.9999889135360718,4
2023-06-30,0.9998927712440491,2
2023-07-01,0.9999889135360718,2
2023-07-03,0.9999889135360718,2
2023-07-06,0.9891073703765869,1
2023-07-07,0.9999889135360718,2
2023-07-08,0.9998669028282166,1
2023-07-09,0.9985760450363159,2
2023-07-10,0.9999383091926575,2
2023-07-13,0.9999849915504455,5
2023-07-14,0.9996337890625,2
2023-07-17,0.9999889135360718,2
2023-07-19,-6.162355248306994e-07,2
2023-07-20,0.9996840953826904,3
2023-07-31,0.9998010993003845,1
2023-08-01,0.8790926933288574,1
2023-08-04,0.9999560117721558,2
2023-08-06,0.9997848272323608,1
2023-08-07,0.9999090433120728,1
2023-08-08,0.9999886751174927,1
2023-08-09,0.9999889135360718,2
2023-08-11,0.9999660849571228,1
2023-08-15,0.9831210374832153,2
2023-08-18,0.9998354911804199,1
2023-08-21,0.9997478723526001,2
2023-08-28,0.8367673754692078,2
2023-08-29,0.9997190833091736,1
2023-08-31,0.9875290989875793,2
2023-09-01,0.9999728798866272,1
2023-09-04,0.5209800601005554,2
2023-09-05,0.9998952150344849,1
2023-09-07,0.999994695186615,1
2023-09-15,0.9998191595077515,1
2023-09-17,0.9998453855514526,1
2023-09-18,0.9995107054710388,1
2023-09-19,0.999929666519165,2
2023-09-20,0.9998796880245209,4
2023-09-21,0.9999339342117309,5
2023-09-22,0.9999038577079773,1
2023-09-25,0.9965863823890686,1
2023-09-27,0.9995588660240173,1
2023-09-28,0.9999464154243469,2
2023-09-29,0.9999493757883707,3
2023-10-01,0.9991117119789124,2
2023-10-02,0.9990955591201782,1
2023-10-03,0.9999434351921082,3
2023-10-05,0.9998316466808319,4
2023-10-10,0.9999550580978394,1
2023-10-11,0.9983168045679728,9
2023-10-12,0.9998535513877869,2
2023-10-13,0.9999889135360718,4
2023-10-15,0.9953333735466003,2
2023-10-16,0.9998423457145691,2
2023-10-17,0.9948636492093405,6
2023-10-18,0.9999373704195023,8
2023-10-19,0.9999666213989258,4
2023-10-20,0.9998427033424377,2
2023-10-23,0.999302089214325,1
2023-10-24,0.9990628957748413,4
2023-10-25,0.9999585747718811,4
2023-10-31,0.9989033937454224,2
2023-11-01,0.9999662637710571,4
2023-11-02,0.999769389629364,3
2023-11-03,0.9999609390894572,3
2023-11-06,0.9998385906219482,1
2023-11-10,0.9999838471412659,2
2023-11-12,0.9999462564786276,3
2023-11-15,0.9949289560317993,6
2023-11-17,0.9999687075614929,2
2023-11-20,0.999973401427269,4
2023-11-21,0.8142483830451965,5
2023-11-22,0.999944167477744,7
2023-11-25,0.9999762773513794,2
2023-11-26,0.558752179145813,1
2023-11-28,0.9999949336051941,2
2023-11-29,0.9999793370564779,6
2023-11-30,0.998008668422699,1
2023-12-02,0.9993532598018646,2
2023-12-04,0.999595046043396,1
2023-12-05,0.9973296523094177,1
2023-12-06,0.9994237422943115,7
2023-12-07,0.9957035183906555,2
2023-12-09,0.9992936849594116,1
2023-12-10,0.9996077120304108,2
2023-12-11,0.9997230172157288,1
2023-12-12,0.9989752769470215,2
2023-12-13,0.9890116751194,4
2023-12-15,0.9990435540676117,2
2023-12-16,0.9999176859855652,2
2023-12-21,0.9999607602755228,3
2023-12-22,0.9999405046304067,6
2023-12-23,0.9983997941017151,1
2023-12-24,0.9998463988304138,1
2023-12-25,0.9984744787216187,1
2023-12-26,0.9376883506774902,3
2023-12-28,0.9993677735328674,2
2024-01-03,0.9857208132743835,3
2024-01-04,0.9998912811279297,3
2024-01-05,0.9986221194267273,2
2024-01-06,0.9999938607215881,1
2024-01-07,0.998498797416687,2
2024-01-08,0.8328901380300522,4
2024-01-09,0.9949275851249695,1
2024-01-10,0.9986414909362793,3
2024-01-13,0.9997461438179016,1
2024-01-18,0.9956994652748108,3
2024-01-19,0.9904623627662659,2
2024-01-23,0.9991682966550192,3
2024-01-24,0.9998724261919657,3
2024-01-25,0.9999973773956299,2
2024-01-26,0.9999616742134094,1
2024-01-29,0.9999833703041077,2
2024-01-30,0.9950500925381979,3
2024-01-31,0.9998551309108734,4
2024-02-01,0.9999293088912964,1
2024-02-05,0.9998609274625778,4
2024-02-06,0.9901246428489685,1
2024-02-08,0.9888552327950796,6
2024-02-09,0.9999704957008362,2
2024-02-12,0.999961256980896,1
2024-02-13,0.9970780611038208,1
2024-02-14,0.9840841889381409,2
2024-02-15,0.999966025352478,2
2024-02-17,0.9661573171615601,1
2024-02-19,0.9998564124107361,2
2024-02-21,0.9999943971633911,6
2024-02-22,0.9635679721832275,1
2024-02-23,0.9995214492082596,4
2024-02-27,0.6727417583266894,3
2024-02-29,0.9999711513519287,2
2024-03-01,0.9999224841594696,6
2024-03-05,0.999873697757721,1
2024-03-07,0.91358482837677,1
2024-03-08,0.7500133685825858,4
2024-03-09,0.9999966621398926,2
2024-03-10,0.9998701214790344,1
2024-03-11,0.99981988966465,4
2024-03-12,0.9989711244901022,3
2024-03-13,0.9959079623222351,4
2024-03-14,0.9991749823093414,2
2024-03-16,0.9878827333450317,2
2024-03-18,0.9996480345726013,2
2024-03-19,0.9999174922704697,4
2024-03-20,0.9999848008155823,2
2024-03-21,0.999481737613678,2
2024-03-24,0.9998807311058044,1
2024-03-26,0.9986167550086975,2
2024-03-28,0.9991591374079386,3
2024-04-01,0.981569766998291,2
2024-04-02,0.9988943636417389,8
2024-04-03,0.9857635299364725,3
2024-04-06,0.9803820848464966,1
2024-04-07,-0.00013059377670288086,4
2024-04-09,0.9999672174453735,2
2024-04-10,0.9991234540939331,2
2024-04-11,0.9999898672103882,1
2024-04-12,0.9999433755874634,2
2024-04-13,0.9690105319023132,2
2024-04-14,0.9997585415840149,1
2024-04-15,0.9980750679969788,1
2024-04-16,0.999570369720459,1
2024-04-19,0.9998636841773987,1
2024-04-20,0.9999253153800964,2
2024-04-22,-0.32344892621040344,2
2024-04-23,0.24632776342332363,4
2024-04-24,0.9999285459518432,5
2024-04-25,0.9968234697977701,3
2024-04-26,0.9998661875724792,2
2024-04-29,0.9999929070472717,1
2024-04-30,0.9999898672103882,1
2024-05-01,0.7146922796964645,8
2024-05-02,0.998767614364624,2
2024-05-03,0.9998241066932678,1
2024-05-04,0.9995522499084473,2
2024-05-06,0.9999945163726807,1
2024-05-07,0.9993751347064972,4
2024-05-10,0.9998525381088257,2
2024-05-12,0.9973719716072083,2
2024-05-13,0.999994695186615,1
2024-05-14,0.9669228792190552,2
2024-05-15,0.9993079815592084,7
2024-05-16,0.999997079372406,2
2024-05-17,0.9998230934143066,4
2024-05-18,0.9999572336673737,2
2024-05-19,0.9916716814041138,1
2024-05-20,0.9999727606773376,6
2024-05-21,0.99986465771993,3
2024-05-22,0.9999410510063171,2
2024-05-24,0.9999326765537262,4
2024-05-26,0.9992794394493103,2
2024-05-27,0.9987805485725403,2
2024-05-28,0.9999920129776001,1
2024-05-30,0.9999845425287882,3
2024-05-31,0.9998406767845154,2
2024-06-01,0.9998654127120972,2
2024-06-02,0.9997079173723856,3
2024-06-03,0.999837338924408,2
2024-06-04,0.9258473962545395,4
2024-06-05,0.9995319247245789,2
2024-06-06,0.9581859707832336,1
2024-06-07,0.9999284942944845,3
2024-06-09,0.9993071556091309,2
2024-06-10,0.9944785237312317,1
2024-06-11,0.9932785630226135,4
2024-06-12,0.9999656875928243,3
2024-06-13,0.9998117685317993,1
2024-06-14,0.9999898672103882,2
2024-06-17,0.9999696016311646,3
2024-06-18,0.9996837576230367,3
2024-06-20,0.9999688267707825,2
2024-06-21,0.9320563077926636,2
2024-06-22,0.9948092103004456,2
2024-06-24,0.999931812286377,2
2024-06-26,0.99992835521698,2
2024-06-27,0.9999882578849792,1
2024-06-28,0.874568372964859,8
2024-06-29,0.9999381899833679,2
2024-07-02,0.9998991191387177,4
2024-07-03,0.9999907612800598,1
2024-07-06,0.9999889135360718,2
2024-07-08,0.9999035120010376,5
2024-07-10,0.9998151063919067,2
2024-07-12,0.9956341832876205,4
2024-07-15,0.9999500513076782,1
2024-07-16,0.9977957010269165,3
2024-07-17,0.9995045065879822,2
2024-07-20,0.9999889135360718,2
2024-07-23,0.9910447796185812,3
2024-07-24,0.9998781085014343,1
2024-07-27,0.9969171285629272,4
2024-07-29,0.9999920725822449,1
2024-07-30,0.9975578188896179,1
2024-07-31,0.9998652537663778,3
2024-08-01,0.9999969005584717,1
2024-08-02,0.9998458425203959,3
2024-08-12,0.9960336685180664,6
2024-08-13,0.9969042837619781,8
2024-08-14,0.9999512263706752,7
2024-08-16,0.9999947547912598,2
2024-08-19,0.9983790516853333,2
2024-08-20,0.9997134506702423,4
2024-08-21,0.999983549118042,1
2024-08-23,0.9915565252304077,8
2024-08-25,0.9997971057891846,1
2024-08-26,0.991314560174942,4
2024-08-27,0.9993473291397095,2
2024-09-04,-0.9998948574066162,1
2024-09-05,0.9968295097351074,4
2024-09-06,0.07014501094818115,4
2024-09-07,0.9993957281112671,2
2024-09-09,0.2721200264059007,4
2024-09-11,0.995907187461853,1
2024-09-12,0.9995394706726074,5
2024-09-13,0.9993787407875061,4
2024-09-14,0.9943575859069824,2
2024-09-16,0.9526644150416056,3
2024-09-17,0.992283433675766,4
2024-09-18,0.9998294115066528,3
2024-09-19,0.9999698400497437,1
2024-09-23,0.9944191575050354,3
2024-09-24,-0.0005699098110198975,4
2024-09-25,0.6353912826161832,8
2024-09-26,0.999943196773529,2
2024-09-27,0.7339086333910624,9
2024-09-29,0.999997079372406,2
2024-09-30,-0.28106385469436646,6
2024-10-01,-0.20279749631881713,5
2024-10-02,0.9988763928413391,2
2024-10-04,0.7204583086044295,10
2024-10-06,0.01500211376696825,3
2024-10-07,0.987614631652832,4
2024-10-08,-0.060428500175476074,1
2024-10-09,0.381438799327816,5
2024-10-11,0.9999245405197144,4
2024-10-12,0.9999854564666748,1
2024-10-15,-0.21327521800994872,5
2024-10-16,0.4163641712882302,11
2024-10-18,0.9997392495473226,3
2024-10-21,0.9999760389328003,2
2024-10-22,0.9995993574460348,3
2024-10-23,-0.18133688904345036,12
2024-10-24,0.20186052322387696,5
2024-10-25,0.8171493496213641,7
2024-10-26,0.06629665940999985,2
2024-10-27,0.9995594024658203,2
2024-10-29,0.862727664411068,8
2024-10-30,0.9802701473236084,4
2024-11-01,0.8046655569757734,7
2024-11-03,0.9999216198921204,2
2024-11-04,0.9967789224215916,7
2024-11-05,0.027648526328531178,11
2024-11-06,0.8609636998176575,25
2024-11-07,0.8924153021403721,7
2024-11-08,0.9854661311422076,14
2024-11-09,0.9881986081600189,4
2024-11-10,0.9509464204311371,4
2024-11-11,0.9999550183614095,6
2024-11-12,0.9991730690002442,5
2024-11-13,0.9983443737030029,5
2024-11-14,0.997922420501709,1
2024-11-15,0.9997352361679077,5
2024-11-17,0.9998335242271423,2
2024-11-18,0.9997665047645569,5
2024-11-19,0.7372386178196848,8
2024-11-20,0.14802114963531493,5
2024-11-21,0.9998073220252991,5
2024-11-22,0.9783999621868134,4
2024-11-23,0.9901314377784729,2
2024-11-24,0.7565856575965881,2
2024-11-27,0.9984817233952609,11
2024-11-28,0.998923142751058,3
2024-11-29,0.9684126426776251,12
2024-11-30,0.999374270439148,4
2024-12-01,0.9995566606521606,1
2024-12-02,0.999051034450531,6
2024-12-03,0.9996648298369514,9
2024-12-04,0.9971429374482896,9
2024-12-05,0.9982178881764412,16
2024-12-06,0.9756032929700964,17
2024-12-07,0.9998977482318878,4
2024-12-08,0.9998633946691241,7
2024-12-09,0.9996450066566467,5
2024-12-10,0.927032259794382,13
2024-12-11,0.8472052840959459,21
2024-12-12,0.8688444324902126,35
2024-12-13,0.9991771373897791,32
2024-12-14,0.9228176795832741,26
2024-12-15,0.997855848387668,19
2024-12-16,0.8526412852605184,75
2024-12-17,0.8096599959936298,61
2024-12-18,0.933513879776001,89
2024-12-19,0.9379460123799446,143
2024-12-20,0.8792399062952968,178
2024-12-21,0.8167426382240496,19
